rep,bottlesShipped,batchesShipped,batchesScrapped,scrapRate,meanFlowTime,maxFlowTime,flowTimeStd,avgWIP,maxWIP,dryerUtil,cleaningTeamUtil,packagingUtil,pressUtil,coaterUtil,coreTabBottles,plusTabBottles,maxTabBottles,releaseViolations,maxReleaseDev,completionTime
1,68916.0,48,2,0.04,210.3865880324788,390.6289971772218,104.18729725824143,20.60784778117077,41,0.9473449700058313,0.8038208344111782,0.4073454681101726,0.06508973267186004,0.3125852238807816,27897.0,26242.0,14777.0,0,18.5,491.6289971772218
2,70554.0,49,1,0.02,211.00288830462793,399.09031148862664,108.24526748593429,20.749208700420414,41,0.9554954484493035,0.8322556595515804,0.4177491270658903,0.06545241595500513,0.3500841436557879,26217.0,29562.0,14775.0,0,18.5,499.09031148862664
3,67939.0,47,3,0.06,202.23290035129307,379.10417873239817,101.95192609732827,19.989777579463453,40,0.9515160249918562,0.8243285674647665,0.40543181968904396,0.06533165206389123,0.38368367485776717,26256.0,27912.0,13771.0,0,18.5,479.60417873239817
4,67268.0,47,3,0.06,199.32410307873613,377.8131731916561,103.97008865690862,19.665478872776863,39,0.9474546670696006,0.8430441290912075,0.41121667050156685,0.06543958079614369,0.40356438171704156,26276.0,26240.0,14752.0,0,18.5,478.8131731916561
5,67943.0,47,3,0.06,201.12167909649193,377.36723291939813,102.0571146218437,19.938328364192145,40,0.9464781049700765,0.805983287401231,0.4062142776972655,0.06550058444034941,0.3274788712750032,27877.0,26283.0,13783.0,0,18.5,478.36723291939813
6,68932.0,48,2,0.04,208.16064427716182,388.82825807625034,104.96005255679619,20.48933516672232,41,0.9546432296510692,0.825503065696538,0.4082201518877109,0.06539577363834473,0.37162125636967713,26251.0,27907.0,14774.0,0,18.5,489.32825807625034
7,62994.0,44,6,0.12,181.62238161024226,346.7346420149959,93.94718250840683,18.282551602535328,36,0.9349578285744871,0.8120532383022582,0.40575256166351964,0.06551499611761306,0.33352809178594806,26259.0,22958.0,13777.0,0,18.5,447.7346420149959
8,59719.0,42,8,0.16,181.0366796369025,332.1250913461893,89.39121169071895,18.054170599791053,37,0.9278161245833514,0.804983497605121,0.400443545590487,0.0646464510125092,0.36373258870577213,19707.0,26242.0,13770.0,0,18.5,433.1250913461893
9,70556.0,49,1,0.02,211.0981548760927,398.9910780404289,108.58477829589107,20.788398251320963,41,0.9540436209071668,0.8394954063092018,0.4139570960682015,0.06553109595276913,0.383493294255283,27882.0,27892.0,14782.0,0,18.5,498.4910780404289
10,66290.0,46,4,0.08,196.61843623559517,369.93064853918054,97.84406733971514,19.39021459305418,38,0.9415248011847793,0.8135652354564177,0.406737302593718,0.06532736360972201,0.3516862348644422,24627.0,27881.0,13782.0,0,18.5,469.43064853918054
11,67295.0,47,3,0.06,204.12823935726746,380.43275319602276,101.5726657862817,20.10712795717875,40,0.9513343812706895,0.839515926731659,0.4120275523299811,0.06528692431319771,0.3736207709333553,27896.0,24617.0,14782.0,0,18.5,479.93275319602276
12,70551.0,49,1,0.02,209.83775352062816,396.58808724364684,107.62913751852578,20.711678602255954,41,0.9458888910467509,0.8314407320789788,0.41802679655725855,0.06565001756296314,0.3251970581065024,27884.0,27909.0,14758.0,0,18.5,497.58808724364684
13,69585.0,48,2,0.04,208.06047093350583,390.4469275037976,104.30367321751203,20.452800137323717,41,0.9514131958125503,0.843633702002924,0.4111394868470448,0.06524661121412004,0.38485618111818726,27868.0,27925.0,13792.0,0,18.5,490.4469275037976
14,67594.0,46,4,0.08,195.78078807425246,368.29533305738596,99.09508857673981,19.39597058053027,38,0.9523937779621091,0.811184796887927,0.40259807322453406,0.06534619994381387,0.3487627279526741,26258.0,29526.0,11810.0,0,18.5,469.29533305738596
15,69597.0,48,2,0.04,209.89973376469604,391.0549300522117,103.70380628070528,20.553986890113734,40,0.949610480765422,0.8297731920652807,0.41222853627283085,0.06509954034354012,0.36007549774825365,26239.0,29569.0,13789.0,0,18.5,491.5549300522117
16,72236.0,50,0,0.0,216.77593502487457,407.6065490550994,109.82643670283781,21.310769142434918,42,0.955903065309852,0.8555176791866826,0.41745896506702146,0.06553854525715554,0.39102399931777193,27917.0,29552.0,14767.0,0,18.5,508.6065490550994
17,63981.0,45,5,0.1,190.54734399043238,360.3462249009075,97.15010809397488,18.952760675472696,37,0.9494330613268571,0.8145578114434401,0.40405594000578116,0.06516834151612232,0.3488485386235303,26220.0,22980.0,14781.0,0,18.5,460.3462249009075
18,71205.0,49,1,0.02,213.63140261575086,399.10956605225726,106.88577682826777,20.94920700845327,41,0.944560106806869,0.8150355811724065,0.4055807657491646,0.06531901983905118,0.3463554416135609,27905.0,29538.0,13762.0,0,18.5,500.10956605225726
19,67928.0,47,3,0.06,200.14893180090363,378.0016400033574,102.04435901816107,19.756953949320987,39,0.9523501927842795,0.7862949631501065,0.39934440099896445,0.06541383309901343,0.30245627796640784,27905.0,26256.0,13767.0,0,18.5,479.0016400033574
20,67297.0,47,3,0.06,206.2422504221258,380.6083150686634,100.76547201771317,20.214324427922527,39,0.9423113717631026,0.8288810892097204,0.4077301733538549,0.06505978479392761,0.39058808012788404,24618.0,27921.0,14758.0,0,18.5,481.6083150686634
