rep,bottlesShipped,batchesShipped,batchesScrapped,scrapRate,meanFlowTime,maxFlowTime,flowTimeStd,avgWIP,maxWIP,dryerUtil,cleaningTeamUtil,packagingUtil,pressUtil,coaterUtil,coreTabBottles,plusTabBottles,maxTabBottles,releaseViolations,maxReleaseDev,completionTime
1,68894.0,48,2,0.04,205.89223663078906,388.21939553432304,106.07430016494601,20.25587231066016,40,0.7572872890795239,0.9529160706487612,0.7239919630536679,0.0654772458232684,0.8909169755091448,24611.0,29514.0,14769.0,0,18.5,488.71939553432304
2,66925.0,46,4,0.08,196.28363318559565,368.10211566015454,100.48074442422624,19.41485520773171,39,0.8092209470790441,0.9526732305451365,0.7276101601545082,0.06537311524061303,0.8779195405901378,26251.0,27874.0,12800.0,0,18.5,469.10211566015454
3,67264.0,47,3,0.06,202.9812514573319,379.8013481078342,103.07311587047077,19.918303756539746,39,0.7370191373125633,0.9542915018944363,0.73468886392441,0.06516897978061799,0.8974779245081929,24609.0,27885.0,14770.0,0,18.5,480.8013481078342
4,67353.0,47,3,0.06,205.70553641261532,402.07226660224745,106.95003099913485,20.375516771878626,42,0.7346528719905807,0.9476010732094953,0.7436026033267752,0.06533599942158642,0.8442171884060272,26284.0,26301.0,14768.0,0,18.5,479.57226660224745
5,72188.0,50,0,0.0,217.8850983037568,408.7174450172911,114.07544670655246,21.373125486843534,42,0.7701890790163517,0.9577157405217929,0.7385187645407272,0.06539570826774933,0.8682994681447022,27883.0,29534.0,14771.0,0,18.5,509.7174450172911
6,71228.0,49,1,0.02,214.2415151838473,400.0094155434899,108.54796343490244,20.982214908293873,41,0.784838507029751,0.9563409422930675,0.7660083307399855,0.06520170211018927,0.9076619894245641,27915.0,29527.0,13786.0,0,18.5,501.0094155434899
7,67860.0,47,3,0.06,206.33270798992814,395.59597968329905,105.7172652434862,20.386340996883323,42,0.7504138039361192,0.9524913061703313,0.7495637573504906,0.06514543313788568,0.8514858684985608,26237.0,27849.0,13774.0,0,18.5,480.9751324703568
8,65304.0,45,5,0.1,192.04586473844844,357.148802515233,98.2631694363763,19.147384323056336,40,0.7579253971106792,0.9508092428626922,0.7130866857516457,0.06548090889968555,0.8512947833294755,24634.0,27888.0,12782.0,0,18.5,458.148802515233
9,65660.0,46,4,0.08,197.95038548259816,368.79896776571934,100.6267491742387,19.566988655306726,39,0.7733912383469829,0.9549250680881816,0.7396302811794916,0.06527614739664478,0.8516364135299548,26240.0,24647.0,14773.0,0,18.5,469.79896776571934
10,66972.0,46,4,0.08,199.24123531487294,382.01791784257074,101.70048070014845,19.769054004632448,41,0.7852122764812135,0.950677179814685,0.7427759574094651,0.06533160219738264,0.8686475627943039,26270.0,27904.0,12798.0,0,18.5,469.4001927890152
11,62321.0,44,6,0.12,191.65476444859843,364.224826618883,97.46865819957203,19.204036778211716,39,0.7308887056001241,0.9498189790978147,0.7033317500483277,0.06502345126786331,0.8838439100125618,21320.0,26228.0,14773.0,0,18.5,451.119292522555
12,68938.0,48,2,0.04,206.16957296143724,387.024288866434,106.78734044453019,20.352047959149125,41,0.7516440335197336,0.9537091081645164,0.743406656258426,0.06557050689900804,0.8927908276866287,24621.0,29560.0,14757.0,0,18.5,488.024288866434
13,66339.0,46,4,0.08,194.67042805032293,371.4122104336239,100.74379916355645,19.25748929051343,38,0.7575360520806562,0.9452040175747982,0.7057588777297884,0.06549847171343703,0.8611284971211361,24637.0,27894.0,13808.0,0,18.5,468.20430865679856
14,63992.0,45,5,0.1,191.81121836731606,370.65512489956654,99.40410552191649,19.17718387249342,39,0.7131914288558627,0.9541493681946235,0.7287126398967354,0.0655642301190331,0.8807175223710986,22998.0,26241.0,14753.0,0,18.5,457.56657167382934
15,68889.0,48,2,0.04,206.58846080421392,389.97882858575514,107.46329398324912,20.250054212782867,40,0.7343119211943903,0.9546993863651979,0.7406069516431417,0.06524236752943788,0.895940177517187,24615.0,29513.0,14761.0,0,18.5,490.47882858575514
16,69579.0,48,2,0.04,208.62929598885003,388.9181187898183,105.7163415988224,20.516260631416763,40,0.7412748716890771,0.9524173182808504,0.7494296963246825,0.06531703722051653,0.852513770950444,26277.0,29524.0,13778.0,0,18.5,489.9181187898183
17,68932.0,48,2,0.04,207.39278848140745,389.1307086822811,105.86414997037565,20.393900046068076,40,0.7802337934077043,0.9554452088643225,0.7594556762930559,0.06528870652898318,0.8603137695647044,27897.0,26266.0,14769.0,0,18.5,490.1307086822811
18,68532.0,47,3,0.06,199.05434093496788,376.1264536444533,102.16022833145817,19.759399553838517,38,0.7751112362864826,0.9545942251501411,0.7367860673232647,0.06573981174092974,0.8592781964707272,27869.0,27864.0,12799.0,0,18.5,476.6264536444533
19,68920.0,48,2,0.04,210.4897399913233,390.1596645497642,105.794019203565,20.65394727727692,40,0.7393349038372405,0.9481524965629242,0.7386649699412348,0.06515192982985224,0.8542885510622231,26252.0,27902.0,14766.0,0,18.5,491.1596645497642
20,67934.0,47,3,0.06,205.4151707066208,380.60211621371434,103.34689753077342,20.125584879953852,40,0.7553118539404681,0.9479415097482128,0.7354661402131625,0.06506062219923665,0.846614989581783,26244.0,27908.0,13782.0,0,18.5,481.60211621371434
