rep,bottlesShipped,batchesShipped,batchesScrapped,scrapRate,meanFlowTime,maxFlowTime,flowTimeStd,avgWIP,maxWIP,dryerUtil,cleaningTeamUtil,packagingUtil,pressUtil,coaterUtil,coreTabBottles,plusTabBottles,maxTabBottles,lateShipments,onTimePct,maxTardiness,maxReleaseDev,completionTime
1,64258.0,46,4,0.08,190.95085542687755,352.9985714692976,94.82436549274288,19.70420757395174,39,0.9502856213799272,0.779515628387927,0.5353022342306158,0.06762241073287006,0.28588968416698995,26786.0,25186.0,12286.0,0,100.0,0.0,18.5,453.4985714692976
2,66147.0,48,2,0.04,195.05534206574302,369.35792329909816,99.75433885171617,19.957930453656555,39,0.9402500612581279,0.803633945059283,0.5402294337612827,0.06810569411134462,0.3386897220695019,23623.0,28350.0,14174.0,2,95.83333333333333,13.857923299098161,18.5,469.85792329909816
3,62671.0,45,5,0.1,185.91403584566405,341.6917895021447,91.78577963448099,19.2474705746059,39,0.9364855359587658,0.7978684857035611,0.539346465092802,0.06776723831661365,0.30907965164473306,23629.0,26765.0,12277.0,0,100.0,0.0,18.5,442.6917895021447
4,69324.0,50,0,0.0,208.66163890987025,390.00968883600115,105.27317592227189,21.24822011196239,41,0.9534626097196722,0.8065779859475347,0.5394807619001629,0.06788732298206601,0.3339297048601257,26779.0,28350.0,14195.0,6,88.0,34.509688836001146,18.5,491.00968883600115
5,62733.0,45,5,0.1,182.66031451809584,342.49625592862986,90.54187652539858,18.796171480850603,36,0.930996616754786,0.794552184657146,0.5287801908089022,0.06772066264332767,0.3288365813391903,25215.0,25219.0,12299.0,0,100.0,0.0,18.5,442.99625592862986
6,67770.0,49,1,0.02,203.1178955891235,380.6266889304007,101.8544712998419,20.728740548830775,40,0.937488312368737,0.82710404905303,0.5434468828232073,0.067896184972171,0.357810286136371,26798.0,26787.0,14185.0,3,93.87755102040816,25.12668893040069,18.5,481.1266889304007
7,63664.0,46,4,0.08,187.87930410050507,350.2997627973359,93.67436083086884,19.270227179345415,38,0.9467653739009767,0.8014851247069759,0.5336501384860052,0.06795187853984774,0.3307372132780715,26797.0,23631.0,13236.0,0,100.0,0.0,18.5,451.2997627973359
8,67720.0,49,1,0.02,203.37503142148336,381.090530544494,103.62769776952364,20.76025274838925,40,0.946788676003763,0.7979043801048424,0.5410243370118059,0.06783079108663786,0.31285172693062124,26742.0,26787.0,14191.0,5,89.79591836734694,25.590530544494015,18.5,481.590530544494
9,63966.0,45,5,0.1,186.57719727577148,343.180689398712,90.61893126167114,19.176542054812924,38,0.9509082398885319,0.8071676683069033,0.526999011793955,0.06769248010490413,0.3566504267342456,26777.0,26791.0,10398.0,0,100.0,0.0,18.5,443.180689398712
10,65218.0,47,3,0.06,190.61958161175124,361.2526860083549,98.25038844514032,19.516986343377976,38,0.9313813653157687,0.8015293813546209,0.5330983339040297,0.06778399408319935,0.35950614143273696,23648.0,28313.0,13257.0,1,97.87234042553192,5.752686008354885,18.5,462.2526860083549
11,66198.0,48,2,0.04,196.93144819044701,369.96057388489146,103.46306196072588,20.27862138684701,40,0.9519755680827282,0.835135439673305,0.5512964643450146,0.06809081820518383,0.36827682357100383,25227.0,26801.0,14170.0,2,95.83333333333333,14.46057388489146,18.5,469.96057388489146
