rep,bottlesShipped,batchesShipped,batchesScrapped,scrapRate,meanFlowTime,maxFlowTime,flowTimeStd,avgWIP,maxWIP,dryerUtil,cleaningTeamUtil,packagingUtil,pressUtil,coaterUtil,coreTabBottles,plusTabBottles,maxTabBottles,lateShipments,onTimePct,maxTardiness,maxReleaseDev,completionTime
1,57882.0,44,6,0.12,161.2959291929868,304.21250873844133,80.91886373835796,17.714127413155413,35,0.6099320098847401,0.9247308244447657,0.9281929228749028,0.0723899995699974,0.5599711775439982,23627.0,23613.0,10642.0,0,100.0,0.0,18.5,405.21250873844133
2,57591.0,45,5,0.1,169.74533823429584,313.90908119725873,84.02147514700324,18.720509191739616,37,0.6063130819926796,0.9269645935185191,0.9254546272434169,0.07230499731033173,0.6721046465984385,19200.0,25113.0,13278.0,0,100.0,0.0,18.5,414.90908119725873
3,63549.0,49,1,0.02,187.17656147620983,349.6963417483187,94.96830028253312,20.419111744525967,40,0.5987728062898667,0.9319847207803993,0.9317911513712752,0.07248043447601055,0.6438414067019642,23666.0,26593.0,13290.0,0,100.0,0.0,18.5,450.6963417483187
4,61132.0,47,3,0.06,176.5388292350758,330.44714980245163,88.82052414433919,19.347864147447346,39,0.6068883328644218,0.9285252117054966,0.9273299941184959,0.07270806489310046,0.5968657644398155,25122.0,23619.0,12391.0,0,100.0,0.0,18.5,430.94714980245163
5,59033.0,46,4,0.08,173.31694620733245,323.3111462073325,85.39187793749778,18.94803595577469,37,0.6048724492680466,0.9252810735886899,0.9261082110950435,0.07227400680085343,0.6301662329374994,22127.0,23625.0,13281.0,0,100.0,0.0,18.5,424.3111462073325
6,62347.0,47,3,0.06,177.2180663817024,333.3552926228373,89.1163245585787,19.52146107364983,38,0.6154442316321398,0.9321950725692176,0.9368671100142935,0.07255516805880259,0.5909888622338595,25118.0,26584.0,10645.0,0,100.0,0.0,18.5,431.8552926228373
7,62007.0,48,2,0.04,183.39733882129838,339.862111737965,91.67176057485683,20.082041390492442,40,0.6192394430991688,0.9312484042603433,0.9360973880173251,0.0725850535757081,0.6195847952178606,23650.0,25078.0,13279.0,0,100.0,0.0,18.5,440.862111737965
8,58766.0,45,5,0.1,167.98789501253182,313.5985594569762,83.96132820142621,18.44855432322306,36,0.6072269259180502,0.9301625832949534,0.9244016531491597,0.07244652103919459,0.6378428370926085,22116.0,25120.0,11530.0,0,100.0,0.0,18.5,414.0985594569762
9,58177.0,45,5,0.1,169.4427608703624,314.4877956851773,82.60665306778225,18.681891484141545,38,0.6086148942127696,0.9264709828888875,0.9251198400623283,0.0723784881299289,0.603272029499811,23610.0,22157.0,12410.0,0,100.0,0.0,18.5,414.4877956851773
10,64999.0,50,0,0.0,192.15145177648282,358.7307024431495,97.0974468148631,20.898261825382903,41,0.6263758270697293,0.9298287940386198,0.9273575233624817,0.07250621539129277,0.6055844901073867,25126.0,26587.0,13286.0,1,98.0,3.2307024431494824,18.5,459.7307024431495
11,62648.0,48,2,0.04,182.78216470752227,340.3787022075223,91.59241961553124,20.06850110111538,39,0.6109004239505131,0.9333869605055671,0.928181488068288,0.07250009989144111,0.6101156036448735,25142.0,25108.0,12398.0,0,100.0,0.0,18.5,441.3787022075223
12,62602.0,48,2,0.04,181.41082739353268,338.8771211435327,91.31229595262688,19.88801978036694,40,0.6007429834331625,0.9343336178751762,0.9313880478902784,0.07274758895577646,0.6142895072549805,25078.0,25112.0,12412.0,0,100.0,0.0,18.5,439.8771211435327
13,62039.0,48,2,0.04,181.5920188868224,339.6501452757113,90.90753987119447,19.881918394184336,39,0.6113668166086086,0.9339701859805015,0.932403510600099,0.07270246379211144,0.6278565277240583,23617.0,25124.0,13298.0,0,100.0,0.0,18.5,440.1501452757113
14,62610.0,48,2,0.04,182.12497705714293,339.64572080714294,90.52222523760246,19.955657474016473,39,0.6116011972904611,0.9344636105788837,0.929433962615196,0.07262069841818668,0.6198578293230357,25109.0,25095.0,12406.0,0,100.0,0.0,18.5,440.64572080714294
15,60228.0,46,4,0.08,173.92486575950701,321.8888280783476,86.17786420599792,19.08340071881217,39,0.6147324845187456,0.9337156426809212,0.9359658006561649,0.07260293035254806,0.5801459923564436,25081.0,23625.0,11522.0,0,100.0,0.0,18.5,422.3888280783476
16,53774.0,42,8,0.16,154.12947943127918,287.43803578048556,75.49612157015582,16.993827208942847,35,0.6094135921646077,0.9220130669208946,0.9203925726841335,0.07217647515193323,0.5866486715474097,22147.0,19228.0,12399.0,0,100.0,0.0,18.5,387.93803578048556
17,63570.0,49,1,0.02,185.99879473325575,348.49346208019455,93.41919173157855,20.321940355079576,40,0.6088131357126585,0.9334664844311056,0.9313136489427453,0.07267439778876826,0.6455049023195076,23639.0,26613.0,13318.0,0,100.0,0.0,18.5,449.49346208019455
18,61134.0,47,3,0.06,178.75547062695028,331.09502381843964,88.82578621691462,19.559648079928973,39,0.6108731496532449,0.9327947855711378,0.9288958814438306,0.07251491363274566,0.6091461804103767,25123.0,23622.0,12389.0,0,100.0,0.0,18.5,432.09502381843964
19,60248.0,46,4,0.08,172.08287048421104,322.74922265812404,87.86644326860431,18.861939566526964,37,0.6154699279499287,0.9283190157376042,0.93308647770851,0.07236984760537997,0.5662372346872859,25118.0,23624.0,11506.0,0,100.0,0.0,18.5,423.74922265812404
20,63536.0,49,1,0.02,188.7942430591247,350.3381512223901,93.41855550245818,20.54327307261132,40,0.6274228910943953,0.9310112136401398,0.9334092677925844,0.07237736623459216,0.6190450014329674,23658.0,26582.0,13296.0,0,100.0,0.0,18.5,451.3381512223901
